,text,sentiment,comment_clean
5647,"Giao 3 gương thì 1c bị vỡ. 
Bên shopee vận chuyển lâu",1,giao 3 gương 1 c vỡ shopee vận_chuyển lâu
5648,Chất lượng sản phẩm tốt màu sắc đẹp.,1,chất_lượng sản_phẩm tốt màu_sắc_đẹp
5649,k nên mua phí tiền,0,không nên mua phí tiền
5650,Chưa kiểm tra kỹ khi giao hàng,1,kiểm_tra kỹ giao hàng
5651,Đế dính màu chui ko ra! ,0,đế dính màu chui không
5652,Hơi rộng nhưng sáng đẹp 😘😘,1,hơi rộng sáng đẹp
5653,Cũng dc.nhưng ko biết có bền ko,1,được không biết bền không
5654,Đóng gói sản phẩm rất xấu. Giầy móp méo mất form. Size giầy đánh là số 1... Chứ không theo hệ thống 3536... Thời gian giao hàng nhanh. Chất lượng phù hợp giá tiền,0,đóng_gói sản_phẩm xấu giày móp đéo form size giày đánh 1 không hệ_thống 3536 giao hàng nhanh chất_lượng giá tiền
5655," Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt 
Sẻ ủng hộ shop dài dài",1,đóng_gói sản_phẩm đẹp shop phục_vụ tốt sẻ ủng_hộ shop
5656,Đồ dởm. Áo rộng quần thì bé. Giật thì lem màu bẩn kinh.  Chất lượng sản phẩm rất kém,0,đồ dởm áo_rộng quần bé giật lem màu bẩn kinh chất_lượng sản_phẩm kém
5657, Chất lượng sản phẩm tuyệt vời  Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Không còn từ gì miêu tả miêu tả nữa. Xuất sắc. Ai có ý định mua thì chọn đúng shop rồi nhé. Rẻ lại còn bền nữa chứ.,1,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tốt tiền giao hàng nhanh không miêu_tả miêu_tả xuất_sắc ý_định mua đúng shop rồi rẻ bền
5658,shop bán rất vớ vẩn. đặt 2 đôi nhưng lại ship về 4 đôi rồi còn chia làm 2 đơn hàng để mk bị mất 2 lần ship . tự nhiên mất oan 64k ship xog 2 đôi kia về k biết để đâu,0,shop bán vớ đặt 2 đôi ship về 4 đôi rồi chia 2 đơn hàng mk 2 lần ship tự_nhiên oan 64 k ship xong 2 đôi kia về không biết
5659, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn. Form giày chuẩn với size mình đặt cỡ 36 vừa in luôn😘,1,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp form giày chuẩn size đặt cỡ 36 in
5660,giao hang chậm 7- 8 ngay,0,giao hang chậm 7 8
5661,chẳng làm mất được gì hết đúng là tiền nào của nấy.,0,chẳng được hết đúng tiền
5662,Cái ảnh màu vàng nhưng giao hàng màu hồng. Tôi con trai  đâu có dùng màu đó. Chán,0,ảnh màu vàng giao hàng màu hồng trai dùng màu chán
5663,K thấy vị nghệ đâu cả.kb có pha trộn k,0,không thấy vị nghệ kb pha_trộn không
5664,"Sản pham sài  không Dược 
",1,sản pham xài không dược
5665,Chỉ dùm cách chỉnh giờ  Rất kém Rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém,0,chỉ giúp chỉnh giờ kém kém chất_lượng sản_phẩm kém chất_lượng sản_phẩm kém chất_lượng sản_phẩm kém
5666,Sạc được một lần là hư,0,sạc được một lần hư
5667,"""máy này có cái CPU k phải skylake là thấy không hay rồi""",0,máy cpu không phải skylake thấy không rồi
5668, Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanhgiày đẹp  Rất đáng tiền,1,đóng_gói sản_phẩm đẹp giao hàng nhanhgiày đẹp tiền
5669, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn. Đúng như hình ảnh. Ok,1,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp đúng như hình_ảnh được
5670,"Không giao bao đựng cho mình giao nhầm hàng đổi trả thì lằng nhằng chán. 
",0,không giao bao đựng cho giao nhầm hàng đổi lằng_nhằng chán
5671,10 sao luôn nhé. Chất lượng sản phẩm tuyệt vời,1,10 chất_lượng sản_phẩm tuyệt_vời
5672, Thời gian giao hàng chậm Không đáng tiền,0,giao hàng chậm không tiền
5673, Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh sản phẩm nhận được y như hình,1,đóng_gói sản_phẩm đẹp giao hàng nhanh sản_phẩm được y_như hình
5674,Luôn luôn 5* bỉm mùi trà xanh rất thích,1,5 bỉm mùi trà xanh thích
5675,Dễ gây nghiện dù rằng nó dẻo quá quy định làm răng hơi thốn.,1,dễ nghiện dẻo quy_định hơi thốn
5676,Hàng ok! Jean thun vó co giãn,1,hàng được jean thun vó co_giãn
5677,Bạn tớ rất khoái món này nhé😊😊😊,1,khoái món
5678,"Sản phẩm đẹp, cầm chắc chắn , máy chạy 6 kim oki chuẩn giờ, đúng như quảng cáo
 Rất đáng tiền",1,sản_phẩm đẹp cầm máy chạy 6 kim được chuẩn đúng như quảng_cáo tiền
5679,"Mình vừa đặt """"Hồ tuyệt mệnh"""" trên tiki và rất mong chờ được cầm trên tay cuốn sách  này nhưng khi đọc xong thì khá thất vọng.
Mình thấy rõ ràng sức viết của Quỷ Cổ Nữ trong truyện này """"đuối"""" hơn hẳn """"Kỳ án ánh trăng"""" và """"Đau thương đến chết"""". Theo mình thì đây nên được gọi là truyện trinh thám hơn là truyện kinh dị. Không hề có yếu tố ma quỷ mà chỉ là những kẻ giết người hàng loạt. Câu chuyện cùng không quá rùng rợn hay đáng sợ, tình tiết và nhân vật tuy có chặt chẽ nhưng xét cho cùng vẫn chưa thể làm hài lòng fan của thể loại văn học này vì còn chưa đủ cuốn hút và """"đáng sợ"""".

Tóm lại cuốn này cũng tạm được tuy còn hạn chế nhiều mặt so với trinh thám phương Tây.",0,đặt hồ tuyệt_mệnh trên tiki mong_chờ được cầm trên sách đọc xong thất_vọng thấy rõ_ràng sức viết quỷ cổ nữ truyện đuối hơn hẳn kỳ án ánh trăng đau_thương chết nên được gọi là truyện trinh_thám hơn truyện kinh_vậy không hề yếu_tố ma_quỷ chỉ kẻ giết hàng_loạt câu_chuyện không rùng_rợn sợ tình_tiết nhân_vật chặt_chẽ xét cho chưa thể hài_lòng fan thể_loại văn_học đủ cuốn_hút sợ tóm lại tạm được hạn_chế nhiều mặt trinh_thám phương tây
5680,Tạm đc chứ hok ưng ý cho lắm tiền nào của nấy thui!,0,tạm được không ưng_ý cho lắm tiền
5681, Đóng gói sản phẩm sơ sài. Thời gian giao hàng chậm. Hi vọng shop sẽ cải thiện hơn. Chất lượng sản phẩm tốt.,1,đóng_gói sản_phẩm sơ xài giao hàng chậm chào vọng shop cải_thiện hơn chất_lượng sản_phẩm tốt
5682,son khô nhjeu chì,0,son khô nhiều chì
5683, Thời gian giao hàng chậmShop làm ăn k thật thà  . Nói hết ngày này qua ngày khác.  Khi yêu cầu hủy do shop sai cũng k chịu.  Lẽ nào hàng tới mà k nhận. Hàng giao 7 bộ sai mất 1 bộ rất bực mik. Chất vải cứng hơn mik nghĩ.  Nhưng có kiểu  OK. ,0,giao hàng chậmshop làm_ăn không hết_hủy shop sai không_lẽ_nào hàng không hàng giao 7 sai 1 bực_mình chất vải cứng hơn kiểu được
5684,Tiền nào giầy nấy . Cũng ok.  Thời gian giao hàng rất nhanh,1,tiền giày được giao hàng nhanh
5685,"""cac ban nen tu bo cai hang sony nay di , vi no thua kem ve moi hinh thuc , minh thay tot nhat khong nen mua .""",0,cac ban nen tu bo cai hang sony di_vi no thua kem ve_moi hinh thuc minh thay tottenham nhat khong nen mua
5686,Hàng đẹp phục vụ tốt,1,hàng đẹp phục_vụ tốt
5687,Đóng gói sản phẩm kém. Gửi hàng chậm .sản phẩm chưa dùng chưa biết thế nào nhưng dự là k ổn.,1,đóng_gói sản_phẩm kém gửi hàng chậm sản_phẩm dùng biết dự không ổn
5688,Shop không giao đúng với yêu cầu mình chọn 1 cái màu đen vs 2 cái màu xanh. Nhưng shop ship cho cả 3 cái màu đen. Nản. Nhưng đc cái giao hàng rất nhanh,1,shop không giao đúng 1 màu đen 2 màu xanh shop ship cho 3 màu đen nản giao hàng nhanh
5689,Khong nhu quang ba san pham,0,khong nhu quang san pham
5690,Bộ ni cái quần kh có chữ adidas ống rộng  mặc vẫn ok ,1,quần không chữ adidas ống rộng mặc được
5691, Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Rất đáng tiền. Iu cực kỳ lun. Thích lắm lun 😍😍😍😘😘😘😘,1,shop phục_vụ tốt giao hàng nhanh đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời tiền yêu cực_kỳ thích lắm
5692,Giao hàng nhanh đóng gói kỹ chất lượng số tốt,1,giao hàng nhanh đóng_gói kỹ chất_lượng tốt
5693,E da dat lần thứ 2 rui.giao hàng nhanh.  Đóng gói sản phẩm rất đẹp và chắc chắn .,1,da dat lần 2 rui giao hàng nhanh đóng_gói sản_phẩm đẹp
5694,bao bi khong giong hinh,0,bao bi khong giong hinh
5695,Hàng rất ok.mong shop sẽ bán hàng như thế này.đừng như những chỗ khác hình ảnh và sp thật ko giống nhau Đóng gói sản phẩm rất đẹp và chắc chắn,1,hàng được mong shop bán hàng như thế này đừng như chỗ hình_ảnh sản_phẩm không giống đóng_gói sản_phẩm đẹp
5696,Shop nhiệt tình,1,shop nhiệt_tình
5697, Shop phục vụ rất tốt. Chưa dùng nhưng đánh giá tinh thần phục vụ,1,shop phục_vụ tốt dùng tinh_thần phục_vụ
5698,Đóng gói đẹp  Chất lượng sản phẩm tuyệt vời,1,đóng_gói đẹp chất_lượng sản_phẩm tuyệt_vời
5699,Giao nhầm bút k phải bút nên như hình,1,giao nhầm bút không phải bút nên như hình
5700,Rất đẹp . hàng chuẩn như ảnh ,1,đẹp hàng chuẩn như ảnh
5701," Thời gian giao hàng rất nhanh
Mua 7 sp nhưng có 1 sản phẩm bị lỗi mà ib cho shop ko thấy phản hồi",1,giao hàng nhanh mua 7 sản_phẩm 1 sản_phẩm lỗi nhắn_tin cho shop không thấy phản_hồi
5702, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn và Thời gian giao hàng rất nhanh  Shop phục vụ rất tốt,1,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp giao hàng nhanh shop phục_vụ tốt
5703,Máy này lực hút quá nhẹ k hút dc gì. Phí tiền ,0,máy lực hút nhẹ không hút được phí tiền
5704,Độ dãn của quần quá kém,0,độ dãn quần kém
5705,Bánh có mấy cái bị xẹp lép. Có tới 4 cái trung thu giống nhau dở ẹt,0,bánh mấy xẹp_lép 4 trung_thu giống dở_ẹt
5706,Tính ra đây là gói bột thứ 3 dùng bột bên shop chỉ có muốn dùng tiếp thôi. giảm được 10 kí luôn. yêu shop . Rất đáng tiền,1,gói bột 3 dùng bột shop chỉ dùng tiếp được 10 kí yêu shop tiền
5707,"Shop nên xem lại sp của mình dưới đáy chai của shop ko hề có dung tích mua 60ml cua shop(chai cao) triết qua chai 30ml(chai tròn) còn hơi thiếu (xem hình) (Nhãn dán Phước Quảng còn trên chai thì khắc Phước Quy) """"Shop bán hàng không thanh thật còn cãi",0,shop nên sản_phẩm dưới đáy chai shop không hề dung_tích mua 60 ml táng shop chai cao triết chai 30 ml chai tròn hơi hình nhãn dán phước quảng trên chai khắc phước quy shop bán hàng không cãi
5708," Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.
 Shop tư vấn nhiệt tình... siêu siêu cute... mình cần hàng gấp và nhờ sh giao gấp. Tối đặt hàg... cách 1 ngày đã giao.
  Đắp thích lắm luôn... da mình là da hỗn hợp nhạy cảm mà vẫn hợp da ság hẳn mới đắp 1l mà mụn lên luôn. ",1,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop tư_vấn nhiệt_tình siêu siêu dễ_thương cần hàng gấp sh giao gấp tối đặt hàg 1 giao đắp thích lắm da da hỗn_hợp nhạy_cảm_hợp da ság hẳn đắp 1 l mụn
5709,Shop gói hàng cẩn thận giao hành nhanh chăm sóc kh tốt,1,shop gói hàng cẩn_thận giao hành nhanh chăm_sóc không tốt
5710,Khỏi phải chê,1,phải chê
5711,Bạn ơi giày bạn gửi size 11 con mình ko đi vừa có đổi được size to hơn cho bé ko,0,giày gửi size 11 không đi đổi được size to hơn cho bé không
5712, Đóng gói sản phẩm rất kém  giao hàng tệ,0,đóng_gói sản_phẩm kém giao hàng tệ
5713,Shop lam ăn rất chán. Mn đừng nên mua hang . ,1,shop lam ăn chán đừng nên mua hang
5714,Tệ  giao hàng cực lâu,0,tệ giao hàng cực lâu
5715,  Thời gian giao hàng rất nhanh chất lượng sp oke rất xứng với giá tiền,1,giao hàng nhanh chất_lượng sản_phẩm được xứng giá tiền
5716,Áo tệ quá. Logo ko y như hình. Kém chất lượng,0,áo tệ biểu_tượng không y_như hình kém chất_lượng
5717,"son màu cam đẹp, hợp với da ngăm và da vàng
son mượt không bột và không khô môi",1,son màu cam đẹp hợp da ngăm da vàng_son mượt không bột không khô môi
5718,Nón vải hơi mỏng. Nhưng so với giá tiền thì rất ok,1,nón vải hơi mỏng giá tiền được
5719,trên title có ghi là tặng kèm kẹp bàn nhưng trong hộp lại không có kẹp. chỉ có mỗi đèn,0,trên title ghi tặng kèm kẹp bàn hộp không kẹp chỉ đèn
5720,Chất son lìít dưỡng những ko gây khô môi,1,chất son lìít dưỡng không khô môi
5721, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.moi dung duoc vai hom cam thay rat ok,1,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp tiền giao hàng nhanh moi dung duoc vai hom cam thay rat được
5722,hàng cũng đẹp,1,hàng đẹp
5723,Chat luong san pham chua tot,0,chat luong san pham chua tottenham
5724,Cho 2 sao thôi vì shop ko nói rõ là hàng đã qua sử dụng rồi.,0,cho 2 shop không hàng rồi
5725,Hàng vẫn chất lượng giá hợp lý shop phục vụ tốt. Tuy nhiên lần sau shop vẫn ship cho mình nguyên thùng thì tốt hơn vì gói trong túi shipper đi mưa bị dính nc mưa mình nhận hàng thì khô nhưng mở ra bị đọng nc ở các kẻ dán nên hơi bẩn nhà và bực mình,1,hàng chất_lượng giá hợp_lý shop phục_vụ tốt lần shop ship cho nguyên thùng tốt hơn gói túi shipper đi mưa dính mưa hàng_khô đọng kẻ dán nên hơi bẩn bực_mình
5726,Đồng hồ này vài chục k là cùng. Đẩy giá lên rồi sale dữ quá. Mất niềm tin mua đồng hồ rẻ.kaka,0,đồng_hồ chục không đẩy giá rồi sale niềm mua đồng_hồ rẻ ha_ha
5727, Chất lượng sản phẩm rất kém. Dùng chưa được 1 lần đã hỏng,0,chất_lượng sản_phẩm kém dùng được 1 lần hỏng
5728, Chất lượng sản phẩm tuyệt vời! Chất liệu và đường may rất ổn so với giá tiền!,1,chất_lượng sản_phẩm tuyệt_vời chất_liệu đường may ổn giá tiền
5729,Chuột bị kích đúp hỏng rồi,0,chuột kích đúp hỏng rồi
5730,"Việc khả thi nhất hiện nay là gấp rút thi công giải quyết lô cốt cản đường , đầu tư mở rộng đường sá phù hợp với nhu cầu giao thông trong nhân dân .",0,khả_thi gấp_rút thi_công giải_quyết lô_cốt cản đường đầu_tư mở_rộng đường_sá nhu_cầu giao_thông nhân_dân
5731,"Giày giống ảnh 100%, chất nhung mịn.
Lúc đầu sợ giày QC form nhỏ nhưng hóa ra mẫu này lại hơi rộng 😂😂 Không sao, đi vẫn thoải mái chắc chắn :v
Chị chủ shop tư vấn nhiệt tình, hàng đi rất nhanh.
10₫ cho chất lượng 😘😘",1,giày giống ảnh 100 chất nhung mịn đầu sợ giày quảng_cáo form_hóa mẫu hơi rộng không đi thoải_mái chủ shop tư_vấn nhiệt_tình hàng đi nhanh 10 ₫ cho chất_lượng
5732, Đóng gói sản phẩm rất đẹp và chắc chắn. hộp đóng màng dập và có ghi đầy đủ . mình ăn lúc đầu thấy có vị ngọt của nghệ . lúc nhai nát hết viên nghệ ra thì có cảm giác hơi chát đầu lưỡi. lúc nuốt hết thì cũng hết luôn. ,1,đóng_gói sản_phẩm đẹp hộp đóng màng dập ghi đầy_đủ ăn đầu thấy vị nghệ_nhai nát hết viên nghệ thì có cảm_giác hơi chát đầu_lưỡi nuốt hết hết
5733,Ny em người đẹp nên mặc bộ này rất đẹp hihi,1,yêu đẹp nên mặc bộ đẹp hi_hi
5734,Do vchuyen len bị rớt bên ngoài chút ạ nhưng ksao vì hàng chuẩn ạ tks shop nhieu,1,vchuyen len rớt chút không hàng chuẩn tks shop nhieu
5735,Sp tốt đẹp shop  ạ,1,sản_phẩm tốt_đẹp shop
5736,Chất lượng sp kém. Ko biết shop sd nguyên liệu gì để làm phần kem e bé nhà mình nó bóc kem ăn thì kem xanh dính trên tay dùng khăn giấy ướt thậm chí rửa xà bông cũg ko ra sạch tay cứ màu xanh xanh nhìn rất dơ. Còn kêu đổi nhân bắp thì cái nhân có cũng như ko. Hình thì cũng ko f ăn đc như ghi chú nói,0,chất_lượng sản_phẩm kém không biết shop nguyên_liệu phần kem bé bóc kem ăn kem xanh dính trên dùng khăn giấy ướt rửa xà_bông không sạch màu xanh xanh dơ kêu đổi nhân bắp nhân như_không hình không f ăn được như ghi_chú
5737,Hàng nguyên seal nhưng phát hiện bị móp viền. Gọi tiki để hỗ trợ như quy trình dài dòng để đổi lại được sản phẩm mới / hoàn tiền. Cảm thấy mất thời gian lôi thôi nên đành sử dụng luôn,0,hàng nguyên seal phát_hiện móp viền gọi tiki hỗ_trợ như quy_trình dài_dòng đổi được sản_phẩm hoàn tiền lôi_thôi nên đành
5738,mình thích sản phẩm đã chọn tại sendo,0,thích sản_phẩm sendo
5739, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn .Rất ưng sẽ ủng hộ shop dài dài nhé. 😘😘😘😘😘😘😘.,1,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp ưng ủng_hộ shop dài_dài
5740,Sản phẩm lỗi hơi khác hình.  Chất lượng sản phẩm kém Đóng gói sản phẩm kém,0,sản_phẩm lỗi hơi hình chất_lượng sản_phẩm kém đóng_gói sản_phẩm kém
5741,Đóng gói kém  khi tới tay mình thì hộp móp méo rách - Phần nhựa 2 bên tay cầm thì bị bể - 4 cái chân đế để bắt ốc vào giúp bếp cao hơn thì chỉ có chân ko có ốc !! Đón nhận sự thật tiền nào của nấy ,0,đóng_gói kém hộp móp đéo rách phần nhựa 2 cầm bể 4 chân_đế bắt ốc giúp bếp hơn chỉ chân_không ốc đón_nhận sự_thật tiền
5742,Đóng gói đẹp nhưng chất lượng kém  chưa dùng thì đã bị đứt mắt để chốt  ,0,đóng_gói đẹp chất_lượng kém dùng đứt mắt chốt
5743, Thời gian giao hàng rất nhanh nhưng kg giao hang dung mau,1,giao hàng nhanh không giao hang dung mau
5744,"""Giá hoang tưởng rồi ,giá này dân game sẽ bay qua Alienware với Msi Gt80 Titan...""",0,giá hoang_tưởng rồi giá dân game bay alienware giải đấu giao_hữu quốc_tế mùa gt80 titan
5745,Lon nào cũng bị mốp vỏ hết,1,lon mốp vỏ hết
5746,Chuẩn cam da sữa sáng hơi bị thất vọng vì màu hơi sáng hơn dự định . đánh k đều sẽ xấu nhưng nhìn chung màu tạm ổn ,1,chuẩn_cam da sữa sáng hơi thất_vọng màu hơi sáng hơn dự_định đánh không xấu màu tạm ổn
5747,quạt chỉ bắt được mức 1 và đèn thôi. k bắt qua mức 2 và 3 được nên quạt yếu k mát gì hết,0,quạt chỉ bắt được 1 đèn không bắt 2 3 được nên quạt yếu không mát hết
5748, Đóng gói sản phẩm rất đẹp và chắc chắn. Được shop tặng thêm quà nữa 😘,1,đóng_gói sản_phẩm đẹp được shop tặng thêm quà
5749,Mình đặt váy xanh size M mà bạn giao size L vải thì đẹp,0,đặt váy xanh size mày giao size l vải đẹp
5750, Thời gian giao hàng rất nhanh nhưng nhìn áo có vẻ cũ. Mấy cái mác bị bôi xóa. Ko hiểu tại sao.,1,giao hàng nhanh áo cũ mấy mác bôi xóa không
5751,Đơn hàng từ ngày 10/1 đến 15/1 mới nhận được hàng.Mặc dù mình đã chọn ghtk từ 2-3 ngày. Làm trễ công việc của mình. Không hài lòng về dịch vụ sp mua về kg biết phải làm sao. Vì mình mua để gửi đi.,0,đơn hàng 10 1 15 1 được hàng mặc_dù ghtk 2 3 trễ công_việc không hài_lòng về dịch_vụ sản_phẩm mua về không biết phải mua gửi đi
5752,Máy tính này ở mình bán chỉ có 420.000đ thôi giá chưa giảm,0,máy_tính bán chỉ 420 000 đ giá
5753, Chất lượng sản phẩm tuyệt vời .Đóng gói sản phẩm rất đẹp và chắc chắn .Shop phục vụ rất tốt Shop phục vụ rất tốt .Rất đáng tiền .Thời gian giao hàng rất nhanh. Ck mình rất thíchnhìn đẹp. Cám on shop nhiều có nhu câu sẽ ủng hộ tiếp :),1,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tốt shop phục_vụ tốt tiền giao hàng nhanh chồng thíchnhìn đẹp cám trực_tuyến shop nhiều nhu câu ủng_hộ tiếp
5754,Ổn so vs mức giá,1,ổn giá
5755,Chưa dùng nên chưa review được. Nhìn chung hàng giống hình. Thái độ chăm sóc khách hàng không tốt không nhiệt tình. Không quay lại.,0,dùng nên được hàng giống hình_thái_độ chăm_sóc khách_hàng không tốt không nhiệt_tình không
5756, Chất lượng sản phẩm kém. mới dùng được hơn 2 h đã hỏng.,0,chất_lượng sản_phẩm kém dùng được hơn 2 hỏng
5757,  Chất lượng sản phẩm kém   đồng hồ dơ bên trong  nhân viên đổ thừa lổi do nhà sản xuất,0,chất_lượng sản_phẩm kém đồng_hồ dơ nhân_viên đổ_thừa lỗi nhà sản_xuất
5758,Cắm chuột bàn phím vào để chơi game thì giật lag đành phải gỡ ra,0,cắm chuột bàn_phím chơi game giật lag đành phải gỡ
5759,Mùi vị của sp chưa thực sự tốt như mình mong đợi mình đã từng ăn bì heo sấy khi mình còn ở bên Úc cũng là hàng Viet Nam làm nhưng đóng gói và hương vị tốt hơn. Đây là đánh giá có sự so sánh chứ không phải chủ quan một chiều nên mong shop tiếp thu vs tính chất xây dựng chứ không có ý xấy,0,mùi_vị sản_phẩm tốt như mong_đợi ăn bì heo sấy úc hàng viet nam đóng_gói hương_vị tốt hơn so_sánh không phải chủ_quan một chiều nên mong shop tiếp_thu tính_chất xây_dựng không xấy
5760,cân nhắc trước khi mua.nội dung truyện hết 80% là về chuyện quan hệ tình dục nhưng miêu tả mơ hồ dễ nhàm chán,0,cân_nhắc mua nội_dung truyện hết 80 về quan_hệ tình_dục miêu_tả mơ_hồ_dễ nhàm_chán
5761,Hàng bị bẩn đen làm ăn thế mất uy tín,0,hàng bẩn đen làm_ăn uy_tín
5762,Sản phẩm như cứt ý. Dẹp mẹ đi Chất lượng sản phẩm rất kém,0,sản_phẩm như cứt ý dẹp mẹ đi chất_lượng sản_phẩm kém
5763,Sản Phẩm chất lượng tốt trong tầm giá phù hợp với hdd 5k4 rpm,1,sản_phẩm_chất_lượng tốt tầm giá hdd 5 k4 rpm
5764,Phấn nhìu.tốt hơn so vs mình nghĩ,1,phấn nhiều tốt hơn
5765,Đủ 2 vỉ pin và 2 chốt tháo cho 2 chiếc. Hơi khó chỉnh ngày giờ. Ok đẹp lắm,1,đủ 2 vỉ pin 2 chốt tháo cho 2 hơi khó chỉnh được đẹp lắm
5766,Giày mềm đẹp đi rất êm chân mà lại rẻ nữa rất thích,1,giày mềm đẹp đi êm chân rẻ thích
5767,"""đi tập thể dục về , thấy ko lên cắm sạc vào cũng ko lên, chán, nhưng lỗi như này ko đc bảo hành thì ko hiểu nổi""",0,đi tập_thể_dục về thấy không cắm sạc không chán lỗi như_không được bảo_hành không nổi
5768," Chất lượng sản phẩm tuyệt vời
Giày đẹp mình rất ưng tiếc quá hnay đi làm lại k đeo k chụp dc ảnh",1,chất_lượng sản_phẩm tuyệt_vời giày đẹp ưng tiếc hôm_nay đi không đeo không chụp được ảnh
5769,"Về phần nội dung tôi không muốn bình luận nhiều vì đã không ít bạn khen ngợi. Tôi chỉ muốn nhấn mạnh phần dịch và biên tập. Khi mua sách về từ nhà sách tôi mới chú ý bìa sách như muốn rớt ra từ sách! Hy vọng tôi chỉ là trường hợp cá biệt. 
Dù nội dung sách tốt đến đâu nhưng phần dịch tệ hại sẽ kéo chất lượng tổng thể xuống. Dễ làm rớt mạch đọc, chưa kể ngôi xưng hô rối rắm.

Tôi từng mua sách """"cậu bé học việc..."""" của Chibook. Lúc đầu hình thức rất tốt nhưng về sau càng tệ. Font chữ không đồng đều, giấy tệ. Tôi đã mong trong.tựa sách """"Thành Phố Xương"""" Chibook sẽ chăm chút hơn nhưng ruốt cuộc không có gì đổi mới. Thậm chí tệ hơn...

Hình thức bìa rất đẹp vì được lấy trong phim, chất lượng tệ hại đến bực mình. Giấy như muốn rớt ra từng tờ!!! 

Thật đáng tiếc cho một tựa sách hay rơi vào tay Chibook",0,về phần nội_dung không bình_luận nhiều không khen_ngợi chỉ nhấn_mạnh phần dịch biên_tập mua sách về sách chú_ý bìa sách như rớt sách hy_vọng chỉ trường_hợp cá_biệt dù nội_dung sách tốt phần dịch tệ_hại kéo chất_lượng tổng_thể dễ rớt mạch đọc xưng_hô rối_rắm mua sách bé học chibook đầu hình_thức tốt về tệ font chữ không đồng_đều giấy tệ mong tựa sách thành_phố xương chibook chăm_chút hơn ruốt không đổi_mới tệ hơn hình_thức bìa đẹp được phim chất_lượng tệ_hại bực_mình giấy như rớt tờ tiếc cho một tựa sách rơi chibook
5770,Giao hàng chậm khui ra thấy chai ntn ko bít bị gì? Nhưng vẫn cho shop 5sao vì giá tốt. ,1,giao hàng chậm khui thấy chai không biết cho shop 5 giá tốt
5771,Với số tiền này mà mua đc sp này thì phải gọi là tuyệt vời.  Thời gian giao hàng rất nhanh. 👍👍👍👍👍,1,tiền mua được sản_phẩm phải gọi là tuyệt_vời giao hàng nhanh
5772,gửi hàng thiếu hứa sẽ bắn tiền trả nhưng sau đó thì chặn thế này đây ạ. số tiền ko đáng bao nhiêu nhưng thế này khác j lừa đảo. mọi ng cẩn thận ạ,0,gửi hàng hứa bắn tiền chặn thế này tiền không thế này lừa_đảo cẩn_thận
5773,mua 2 cục lap vao ko có tính hiêu . đều ko dùng được,0,mua 2 cục lap vao không hiêu không dùng được
5774,Sản phẩm đẹp nhưng dùng sau 1 thời gian ( 1 tháng) thì bị ko ăn bếp điện nữa. có vẻ chiên xào mùi vị k ngon bằng chảo bt,0,sản_phẩm đẹp dùng 1 1 tháng không ăn bếp điện chiên xào mùi_vị không ngon chảo bình_thường
5775,Shop phục vụ tốt hàng chất lượng đảm bảo.,1,shop phục_vụ tốt hàng chất_lượng
5776,Giày đẹp giá rẻ 😍😍😍. Mình đã mua 2 đôi và rất ưng ý.,1,giày đẹp giá rẻ mua 2 đôi ưng_ý
5777,hàng ăn rất ok đấy. Tuy nhiên mình thấy các hãng khác thường tặng muối chẩm chéo ăn kèm mới đủ vị ,1,hàng ăn được đấy thấy hãng tặng muối chẩm chéo ăn kèm đủ vị
